Entity_Name,Borough,borough_geom,borough_code,State,Latitude,Longitude,AED_NumAeds,Location Type,is_mislabeled
Department of Citywide Administrative Services,Queens,QUEENS,4.0,New York,40.71234936,-73.82629134,1.0,Government Buildings & Services,False
P.S. 207 Rockwood Park,Queens,QUEENS,4.0,New York,40.65808094,-73.84443252,1.0,Public Schools,False
"Jack Resnick & Sons, Inc.",Manhattan,MANHATTAN,1.0,New York,40.75881803,-73.97487679,1.0,Businesses & Commercial Spaces,False
Naples Street Elementary School,Staten Island,STATEN ISLAND,5.0,New York,40.6022224,-74.09135417,1.0,Public Schools,False
Morvillo Abramowitz Grand Iason & Anello PC,Manhattan,MANHATTAN,1.0,New York,40.75587638,-73.97850545,1.0,Businesses & Commercial Spaces,False
P.S. 177 The Marlboro,Brooklyn,BROOKLYN,3.0,New York,40.60859654,-73.97484711,1.0,Public Schools,False
"Royce and Associates, LLC",Manhattan,MANHATTAN,1.0,New York,40.76331917,-73.97369465,1.0,Businesses & Commercial Spaces,False
Eugene O''Neill Theater,Manhattan,MANHATTAN,1.0,New York,40.76104856,-73.98514938,1.0,Performance Venues,False
The Webster Apartments,Manhattan,MANHATTAN,1.0,New York,40.75371275,-73.9970764,1.0,Businesses & Commercial Spaces,False
"Dot Dash Meredith - Meredith Corporate Global Security - 225 Liberty St, New York",Manhattan,MANHATTAN,1.0,New York,40.71153017,-74.01567279,19.0,Businesses & Commercial Spaces,False
Carlyle Hotel,Manhattan,MANHATTAN,1.0,New York,40.77425965,-73.96328486,1.0,Businesses & Commercial Spaces,False
P.S./M.S. 200 - The Pomonok School & STAR Academy,Queens,QUEENS,4.0,New York,40.73136132,-73.80511575,1.0,Public Schools,False
Internal Revenue Service,Manhattan,MANHATTAN,1.0,New York,40.71480011,-74.00576441,1.0,Government Buildings & Services,False
Pathways to Graduation @ Monroe College,Bronx,BRONX,2.0,New York,40.86405476,-73.90007421,1.0,School,False
Equinox,Manhattan,MANHATTAN,1.0,New York,40.74606173,-73.98207068,1.0,Health Clubs & Gyms,False
Polsinelli,Manhattan,MANHATTAN,1.0,New York,40.74897277,-73.9757828,1.0,Businesses & Commercial Spaces,False
"Jack Resnick & Sons, Inc.",Manhattan,MANHATTAN,1.0,New York,40.76262362,-73.96915733,1.0,Businesses & Commercial Spaces,False
Federal Home Loan Bank of New York,Manhattan,MANHATTAN,1.0,New York,40.75098522,-73.97848538,1.0,Businesses & Commercial Spaces,False
Brooklyn Prospect Charter - Downtown Elementary Middle School,Brooklyn,BROOKLYN,3.0,New York,40.69215499,-73.98561553,1.0,School,False
P.S. 129 Patricia Larkin,Queens,QUEENS,4.0,New York,40.79063047,-73.83976987,1.0,Public Schools,False
P.S. 076 William Hallet,Queens,QUEENS,4.0,New York,40.76084504,-73.94114276,1.0,Public Schools,False
YM-YWHA of Washington Heights,Manhattan,MANHATTAN,1.0,New York,40.8599867,-73.92912824,1.0,Health Clubs & Gyms,False
Sisulu-Walker Charter School of Harlem,Manhattan,MANHATTAN,1.0,New York,40.81545182,-73.95290794,1.0,School,False
Richards Kibbe & Orbe LLP,Manhattan,MANHATTAN,1.0,New York,40.71141766,-74.01544191,1.0,Businesses & Commercial Spaces,False
J.H.S. 074 Nathaniel Hawthorne,Queens,QUEENS,4.0,New York,40.74519341,-73.76744486,1.0,Public Schools,False
Channel View School For Research,Queens,QUEENS,4.0,New York,40.58605892,-73.82262478,1.0,Public Schools,False
Great Oaks Charter School,Manhattan,MANHATTAN,1.0,New York,40.71966095,-73.99185781,1.0,School,False
FNY Capital Management LP,Manhattan,MANHATTAN,1.0,New York,40.75783992,-73.98500932,1.0,Businesses & Commercial Spaces,False
Owen Dolen Golden Age Center,Bronx,BRONX,2.0,New York,40.84038811,-73.84236015,1.0,Senior Centers,False
William E. Grady Career and Technical Education High School,Brooklyn,BROOKLYN,3.0,New York,40.58257839,-73.96347705,1.0,School,False
P.S. 059 Beekman Hill International,Manhattan,MANHATTAN,1.0,New York,40.7592278,-73.96718802,1.0,Public Schools,False
Comcast Enterprise - 30 Rockefeller,Manhattan,MANHATTAN,1.0,New York,40.75874744,-73.97869222,63.0,Businesses & Commercial Spaces,False
Department of Citywide Administrative Services,Manhattan,MANHATTAN,1.0,New York,40.71034543,-74.0040074,1.0,Government Buildings & Services,False
Fort Hamilton High School,Brooklyn,BROOKLYN,3.0,New York,40.62789091,-74.03998467,1.0,School,False
P.S. 130 The Parkside - Annex,Brooklyn,BROOKLYN,3.0,New York,40.64758311,-73.97336208,1.0,Public Schools,False
Dover Corporation,Manhattan,MANHATTAN,1.0,New York,40.75601562,-73.97483093,1.0,Businesses & Commercial Spaces,False
Brooklyn Theatre Arts High School,Brooklyn,BROOKLYN,3.0,New York,40.63327759,-73.91673477,1.0,School,False
P.S. 131 Brooklyn,Brooklyn,BROOKLYN,3.0,New York,40.64114951,-73.99348169,1.0,Public Schools,False
Morrison Cohen LLP,Manhattan,MANHATTAN,1.0,New York,40.75873689,-73.96861769,1.0,Businesses & Commercial Spaces,False
MUSEUM TOWER,Manhattan,MANHATTAN,1.0,New York,40.76103081,-73.97728007,2.0,Businesses & Commercial Spaces,False
The Museum of Modern Art,Manhattan,MANHATTAN,1.0,New York,40.76099511,-73.97720066,1.0,Museums,False
I.S. 285 Meyer Levin,Brooklyn,BROOKLYN,3.0,New York,40.64687003,-73.92100239,1.0,Public Schools,False
Martin Van Buren High School,Queens,QUEENS,4.0,New York,40.7330574,-73.73875473,1.0,School,False
Waterside Children's Studio School,Queens,QUEENS,4.0,New York,40.57977267,-73.83313179,1.0,School,False
"40 Wall Street, LLC",Manhattan,MANHATTAN,1.0,New York,40.70677685,-74.01013158,1.0,Businesses & Commercial Spaces,False
The Walton Avenue School,Bronx,BRONX,2.0,New York,40.84008919,-73.91556779,1.0,School,False
Robert F. Kennedy Community High School,Queens,QUEENS,4.0,New York,40.72559566,-73.81069599,1.0,School,False
"JFK International Airport, Terminal 7",Queens,QUEENS,4.0,New York,40.64831283,-73.7882815,20.0,Ferries & Other Transportation,False
Zeta Charter School - Tremont Park,Bronx,BRONX,2.0,New York,40.84538467,-73.89349891,1.0,School,False
NYCDOT Ferry Division,Manhattan,MANHATTAN,1.0,New York,40.70142167,-74.01155174,2.0,Ferries & Other Transportation,False
The Blackstone Group,Manhattan,MANHATTAN,1.0,New York,40.75816441,-73.97324549,1.0,Businesses & Commercial Spaces,False
District 2 Pre-K Center at 1683 Third Avenue (M491),Manhattan,MANHATTAN,1.0,New York,40.78409737,-73.95011359,1.0,Public Schools,False
Corona Arts and Sciences Academy,Queens,QUEENS,4.0,New York,40.74570139,-73.86532865,1.0,Public Schools,False
P.S. 098 Shorac Kappock,Manhattan,MANHATTAN,1.0,New York,40.86782032,-73.91705823,1.0,Public Schools,False
Century Elevator Maintenance Corp.,Manhattan,QUEENS,4.0,New York,40.76394985,-73.90501176,1.0,Businesses & Commercial Spaces,True
Empire State Realty Trust,Manhattan,MANHATTAN,1.0,New York,40.75129947,-73.98765638,1.0,Businesses & Commercial Spaces,False
Port Richmond High School,Staten Island,STATEN ISLAND,5.0,New York,40.634565,-74.14181777,1.0,School,False
Academy For Personal Leadership and Excellence,Bronx,BRONX,2.0,New York,40.85974561,-73.90016025,1.0,Public Schools,False
P.S. 109 Sedgwick - Mini School (X899),Bronx,BRONX,2.0,New York,40.85140788,-73.91853188,1.0,Public Schools,False
Benjamin Banneker Academy,Brooklyn,BROOKLYN,3.0,New York,40.69532473,-73.96924268,1.0,School,False
P369K - Coy L. Cox School (K369),Brooklyn,BROOKLYN,3.0,New York,40.68724981,-73.98357934,1.0,School,False
Jack and Pearl Resnick Campus,Bronx,BRONX,2.0,New York,40.85117554,-73.84482139,1.0,School,False
"D.E. Shaw Research, LLC",Manhattan,MANHATTAN,1.0,New York,40.75772163,-73.98307821,7.0,Businesses & Commercial Spaces,False
Brooklyn RISE Charter School,Brooklyn,BROOKLYN,3.0,New York,40.68906391,-73.98228438,1.0,School,False
New World Preparatory Charter School,Staten Island,STATEN ISLAND,5.0,New York,40.63322507,-74.12578227,1.0,School,False
The Equity Project Charter School - Middle,Manhattan,MANHATTAN,1.0,New York,40.86463788,-73.92309274,1.0,School,False
Stapleton Senior Centers,Staten Island,STATEN ISLAND,5.0,New York,40.62311671,-74.08283824,1.0,Senior Centers,False
Platton Hall,Manhattan,MANHATTAN,1.0,New York,40.78334634,-73.98095202,1.0,Businesses & Commercial Spaces,False
Brooklyn Gardens Elementary School,Brooklyn,BROOKLYN,3.0,New York,40.6657906,-73.89772299,1.0,School,False
J.H.S. 118 William W. Niles,Bronx,BRONX,2.0,New York,40.84833213,-73.8930785,1.0,Public Schools,False
P.S. 108 Captain Vincent G. Fowler,Queens,QUEENS,4.0,New York,40.67957633,-73.83154712,1.0,Public Schools,False
Equinox,Brooklyn,BROOKLYN,3.0,New York,40.67695961,-73.98333312,1.0,Health Clubs & Gyms,False
P.S. 054 Hillside,Queens,QUEENS,4.0,New York,40.70291241,-73.82422057,1.0,Public Schools,False
"McDermott, Will, Emery",New York,MANHATTAN,1.0,New York,40.75225544,-73.97546399,1.0,Businesses & Commercial Spaces,True
"The Empire State Building Company, LLC",Manhattan,MANHATTAN,1.0,New York,40.7482689007,-73.98469027358,1.0,Businesses & Commercial Spaces,False
P.S. 103 Hector Fontanez,Bronx,BRONX,2.0,New York,40.89214542,-73.86146453,1.0,Public Schools,False
Arthur A. Schomburg Elementary School - ANNEX,Bronx,BRONX,2.0,New York,40.84446974,-73.89853152,1.0,School,False
PSS Highbridge Senior Centers,Bronx,BRONX,2.0,New York,40.8372252,-73.92570489,1.0,Senior Centers,False
Dock Street School,Brooklyn,BROOKLYN,3.0,New York,40.70309906,-73.99254871,1.0,School,False
P.S./I.S. 045 Horace E. Greene,Brooklyn,BROOKLYN,3.0,New York,40.68673861,-73.91069304,1.0,Public Schools,False
NEA,Manhattan,MANHATTAN,1.0,New York,40.73705186,-73.99286244,1.0,Businesses & Commercial Spaces,False
Bank Street College,Manhattan,MANHATTAN,1.0,New York,40.72447712,-73.98348715,1.0,Colleges & Universities,False
P.S. 069 Journey Prep School,Bronx,BRONX,2.0,New York,40.81668649,-73.86090327,1.0,Public Schools,False
"Vornado Office Management, LLC",Manhattan,MANHATTAN,1.0,New York,40.76054207,-73.97642111,1.0,Businesses & Commercial Spaces,False
P.S. 144 Col Jeromus Remsen,Queens,QUEENS,4.0,New York,40.71527346,-73.85241132,1.0,Public Schools,False
Citi Health Services - 388 Greenwich,Manhattan,MANHATTAN,1.0,New York,40.72065166,-74.01009762,18.0,Health & Social Services,False
The New York Times,Manhattan,MANHATTAN,1.0,New York,40.75603172,-73.99065138,1.0,Businesses & Commercial Spaces,False
New York Life - NE-V79-Brooklyn,Brooklyn,BROOKLYN,3.0,New York,40.71002743,-73.96558918,1.0,Businesses & Commercial Spaces,False
It Takes a Village Academy,Brooklyn,BROOKLYN,3.0,New York,40.64864945,-73.92217147,1.0,School,False
P.S. 015 Patrick F. Daly,Brooklyn,BROOKLYN,3.0,New York,40.67733628,-74.01155836,1.0,Public Schools,False
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.77298749,-73.98008127,1.0,Businesses & Commercial Spaces,False
Queens Satellite High School for Opportunity,Queens,QUEENS,4.0,New York,40.70847218,-73.80006469,1.0,School,False
"Skadden, Arps, Slate, Meagher & Flom LLP",Manhattan,MANHATTAN,1.0,New York,40.75460407,-73.98676062,1.0,Businesses & Commercial Spaces,False
P.S. 094 The Henry Longfellow,Brooklyn,BROOKLYN,3.0,New York,40.64365264,-74.00825179,1.0,Public Schools,False
"Pillsbury Winthrop Shaw Pittman, LLP - New York",Manhattan,MANHATTAN,1.0,New York,40.76048473,-73.97793723,5.0,Businesses & Commercial Spaces,False
Our World Neighborhood Charter School 3,Queens,QUEENS,4.0,New York,40.75085028,-73.85825494,1.0,School,False
P.S. 173 Fresh Meadows,Queens,QUEENS,4.0,New York,40.73456417,-73.79548288,1.0,Public Schools,False
The High School of Fashion Industries,Manhattan,MANHATTAN,1.0,New York,40.74514906,-73.9960735,1.0,School,False
P.S. 063 Author's Academy,Bronx,BRONX,2.0,New York,40.83095828,-73.90273673,1.0,Public Schools,False
Empire State Realty Trust,Manhattan,MANHATTAN,1.0,New York,40.75252506,-73.97866174,1.0,Businesses & Commercial Spaces,False
Lyric Theater (Foxwood Theater),Manhattan,MANHATTAN,1.0,New York,40.75698107,-73.98713554,2.0,Performance Venues,False
FDNY - Captain Vernon A. Richards High School for Fire and Life Safety,Brooklyn,BROOKLYN,3.0,New York,40.6674485,-73.89474657,1.0,School,False
Brooklyn Prospect Charter - Clinton Hill Middle School,Brooklyn,BROOKLYN,3.0,New York,40.68132781,-73.95667336,1.0,School,False
P224Q @ P710Q Montessori (Q809),Queens,QUEENS,4.0,New York,40.77026814,-73.76403188,1.0,Public Schools,False
Bronx Delta School,Bronx,BRONX,2.0,New York,40.82651925,-73.81841494,1.0,School,False
P.S. X114 - Luis Llorens Torres Schools,Bronx,BRONX,2.0,New York,40.83476967,-73.92306596,1.0,Public Schools,False
Anchin Block & Anchin,Manhattan,MANHATTAN,1.0,New York,40.7523205,-73.98746128,1.0,Businesses & Commercial Spaces,False
"Cravath, Swaine & Moore LLP",Manhattan,MANHATTAN,1.0,New York,40.75216196,-73.9972028,1.0,Businesses & Commercial Spaces,False
Brooklyn Lab School,Brooklyn,BROOKLYN,3.0,New York,40.69113882,-73.86832767,1.0,Public Schools,False
Growing Up Green Charter Elementary School,Queens,QUEENS,4.0,New York,40.7534971,-73.93561972,1.0,School,False
P.S. 122 Mamie Fay,Queens,QUEENS,4.0,New York,40.7803396,-73.91665488,1.0,Public Schools,False
The Bay Terrace,Queens,QUEENS,4.0,New York,40.77827637,-73.77727282,1.0,Businesses & Commercial Spaces,False
Art and Design High School,Manhattan,MANHATTAN,1.0,New York,40.7591454,-73.96699314,1.0,School,False
Foodtown - 505,Bronx,BRONX,2.0,New York,40.84836255,-73.85563907,1.0,Businesses & Commercial Spaces,False
PSAL Office,Queens,QUEENS,4.0,New York,40.7493771,-73.952233,1.0,Public Schools,False
Fisk Building Assoc. LLC,Manhattan,MANHATTAN,1.0,New York,40.76638394,-73.98211934,1.0,Businesses & Commercial Spaces,False
The Port Authority of New York & New Jersey - 120 Broadway,Manhattan,MANHATTAN,1.0,New York,40.70853891,-74.01104079,1.0,Ferries & Other Transportation,False
Marymount School,Manhattan,MANHATTAN,1.0,New York,40.78000933,-73.96150877,1.0,School,False
P.S. 205 Fiorello Laguardia,Bronx,BRONX,2.0,New York,40.85525634,-73.88113811,1.0,Public Schools,False
Premise Health Insight Health Center,Manhattan,MANHATTAN,1.0,New York,40.75816441,-73.97324549,3.0,Businesses & Commercial Spaces,False
Townsend Harris High School,Queens,QUEENS,4.0,New York,40.73438791,-73.82143097,1.0,School,False
"Zubatkin Owner Representation, LLC",Manhattan,MANHATTAN,1.0,New York,40.76418601,-73.98671178,1.0,Businesses & Commercial Spaces,False
Eleven Times Square,Manhattan,MANHATTAN,1.0,New York,40.75689078,-73.9900232,17.0,Businesses & Commercial Spaces,False
American Society of Mechanical Engineers,Manhattan,MANHATTAN,1.0,New York,40.74606997,-73.98209233,1.0,Businesses & Commercial Spaces,False
Astor Collegiate Academy,Bronx,BRONX,2.0,New York,40.85965827,-73.86100465,9.0,School,False
Archer Elementary School,Bronx,BRONX,2.0,New York,40.837624,-73.8660345,1.0,School,False
Madison Square Garden,Manhattan,MANHATTAN,1.0,New York,40.74939498,-73.99177476,2.0,Performance Venues,False
I.S. 051 Edwin Markham,Staten Island,STATEN ISLAND,5.0,New York,40.62257743,-74.14487934,1.0,Public Schools,False
P004K - Main @ P.S. 273 (K273),Brooklyn,BROOKLYN,3.0,New York,40.65791443,-73.87935381,1.0,Public Schools,False
New York Aquarium,Brooklyn,BROOKLYN,3.0,New York,40.57517621,-73.97579926,1.0,Zoos & Aquariums,False
301 East 78th Street Owners Corporation,Manhattan,MANHATTAN,1.0,New York,40.77250563,-73.95519132,1.0,Businesses & Commercial Spaces,False
Jean Nuzzi Intermediate School,Queens,QUEENS,4.0,New York,40.72070517,-73.7469998,1.0,School,False
Fordham University Bronx Location,Bronx,BRONX,2.0,New York,40.86072673616,-73.88953366191,1.0,Colleges & Universities,False
Hellenic Classical Charter School,Brooklyn,BROOKLYN,3.0,New York,40.66263831,-73.99208467,1.0,School,False
Hess Corporation,Manhattan,MANHATTAN,1.0,New York,40.75757876,-73.98212532,1.0,Businesses & Commercial Spaces,False
District 75 school,Queens,QUEENS,4.0,New York,40.73954973,-73.92888876,1.0,School,False
The Peck Slip School,Manhattan,MANHATTAN,1.0,New York,40.70875899,-74.00240583,1.0,Public Schools,False
P.S. 019 Marino Jeantet,Queens,QUEENS,4.0,New York,40.74910061,-73.86636118,1.0,Public Schools,False
"JFK Airport, Building 14",Queens,QUEENS,4.0,New York,40.64831283,-73.7882815,37.0,Ferries & Other Transportation,False
AYSO - FPP - 3A1328,Queens,QUEENS,4.0,New York,40.74649695968,-73.91326523108,2.0,Health Clubs & Gyms,False
Pathways to Graduation @ NMIC YouthBuild,Manhattan,MANHATTAN,1.0,New York,40.84618013,-73.93762242,1.0,School,False
Riverdale / Kingsbridge Academy (Middle School / High School 141),Bronx,BRONX,2.0,New York,40.88833176,-73.91348454,1.0,School,False
The Museum of Modern Art,Manhattan,MANHATTAN,1.0,New York,40.76099511,-73.97720066,1.0,Museums,False
Nuasin Next Generation Charter School (formerly Lighthouse),Bronx,BRONX,2.0,New York,40.83458459,-73.92979504,1.0,School,False
District 13 Pre-K Center at 25 Dock Street (K611),Brooklyn,BROOKLYN,3.0,New York,40.70302495,-73.99255232,1.0,Public Schools,False
P.S. 101 The Verrazano,Brooklyn,BROOKLYN,3.0,New York,40.59712579,-73.99161355,1.0,Public Schools,False
P.S. 192 Jacob H. Schiff,Manhattan,MANHATTAN,1.0,New York,40.82094606,-73.95114449,1.0,Public Schools,False
Bronx Regional High School,Bronx,BRONX,2.0,New York,40.82352492,-73.8988707,1.0,Public Schools,False
Academy of Arts and Letters,Brooklyn,BROOKLYN,3.0,New York,40.68606863,-73.94522937,1.0,Public Schools,False
Icahn Charter School I (Grades 5-8),Bronx,BRONX,2.0,New York,40.83855491,-73.90504939,1.0,School,False
P.S. 056 Lewis H. Latimer,Brooklyn,BROOKLYN,3.0,New York,40.68504293,-73.96065879,1.0,Public Schools,False
Worldwide Plaza,Manhattan,MANHATTAN,1.0,New York,40.76206701,-73.98627542,1.0,Businesses & Commercial Spaces,False
P.S. 111 Adolph S. Ochs,Manhattan,MANHATTAN,1.0,New York,40.76587152,-73.98882332,1.0,Public Schools,False
FNY Capital Management LP,Manhattan,MANHATTAN,1.0,New York,40.75049672,-73.97886451,1.0,Businesses & Commercial Spaces,False
Friends Seminary,Manhattan,MANHATTAN,1.0,New York,40.73443269,-73.98576514,1.0,School,False
P.S. 214 Bronx,Bronx,BRONX,2.0,New York,40.83955838,-73.88035672,1.0,Public Schools,False
PROGRESS High School for Professional Careers,Brooklyn,BROOKLYN,3.0,New York,40.71217688,-73.93972141,1.0,School,False
Design Works High School,Brooklyn,BROOKLYN,3.0,New York,40.69106228,-73.983463,1.0,School,False
P.S. 041 Gun Hill Road,Bronx,BRONX,2.0,New York,40.87430709,-73.86815519,1.0,Public Schools,False
P.S. 235 Janice Marie Knight School,Brooklyn,BROOKLYN,3.0,New York,40.65469651,-73.941089,1.0,Public Schools,False
Uber Technologies - Uber New York City,Manhattan,MANHATTAN,1.0,New York,40.7524473,-74.00577129,1.0,Businesses & Commercial Spaces,False
Sound View Throgs Neck Community Mental Health Center of AECOM of YU,Bronx,BRONX,2.0,New York,40.82301069,-73.85668428,2.0,Health & Social Services,False
Morgan Stanley - E52,Manhattan,MANHATTAN,1.0,New York,40.75882057,-73.97397799,1.0,Businesses & Commercial Spaces,False
City College of New York,Manhattan,MANHATTAN,1.0,New York,40.81918902,-73.95022087,2.0,Colleges & Universities,False
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.77431062,-73.98103766,1.0,Businesses & Commercial Spaces,False
Talent Unlimited High School,Manhattan,MANHATTAN,1.0,New York,40.76535184,-73.96005883,1.0,School,False
Harriet Tubman Charter School Elementary Academy,Bronx,BRONX,2.0,New York,40.8320035,-73.90539123,1.0,School,False
